1140	1140
1140	5317
1140	4264
1140	8279
1140	1302
1140	4426
1140	14823
1140	15552
1140	5155
1140	608
1140	12546
1140	7388
1140	3535
1140	11204
1140	5768
1140	14210
1140	15390
1140	941
1140	2806
1140	14328
1140	6497
1140	13932
1140	4921
1140	13770
1140	8774
1140	48
1140	9052
1140	2482
1140	8323
1140	14779
1140	11817
1140	6046
1140	10764
1140	2031
1140	14661
1140	16281
1140	7883
1140	15101
1140	1753
1140	284
1140	1258
1140	1096
1140	10151
1140	6703
1140	7432
1140	897
1140	9214
1140	10269
1140	10313
1140	2644
1140	446
1140	6992
1140	8161
1140	9665
1140	1591
1140	11042
1140	12997
1140	12708
1140	15714
1140	11493
1140	1915
1140	14166
1140	5650
1140	13437
1140	4877
1140	5812
1140	6659
1140	6541
1140	9827
1140	12384
1140	15057
1140	3373
1140	13888
1140	15219
1140	6208
1140	16443
1140	8936
1140	13275
1140	10926
1140	7270
1140	3986
1140	16399
1140	2149
1140	11655
5317	5317
5317	4264
5317	8279
5317	1302
5317	4426
5317	14823
5317	15552
5317	5155
5317	608
5317	12546
5317	7388
5317	3535
5317	11204
5317	5768
5317	14210
5317	15390
5317	941
5317	2806
5317	14328
5317	6497
5317	13932
5317	4921
5317	13770
5317	8774
5317	48
5317	9052
5317	2482
5317	8323
5317	14779
5317	11817
5317	6046
5317	10764
5317	2031
5317	14661
5317	16281
5317	7883
5317	15101
5317	1753
5317	284
5317	1258
5317	1096
5317	10151
5317	6703
5317	7432
5317	897
5317	9214
5317	10269
5317	10313
5317	2644
5317	446
5317	6992
5317	8161
5317	9665
5317	1591
5317	11042
5317	12997
5317	12708
5317	15714
5317	11493
5317	1915
5317	14166
5317	5650
5317	13437
5317	4877
5317	5812
5317	6659
5317	6541
5317	9827
5317	12384
5317	15057
5317	3373
5317	13888
5317	15219
5317	6208
5317	16443
5317	8936
5317	13275
5317	10926
5317	7270
5317	3986
5317	16399
5317	2149
5317	11655
4264	4264
4264	8279
4264	1302
4264	4426
4264	14823
4264	15552
4264	5155
4264	608
4264	12546
4264	7388
4264	3535
4264	11204
4264	5768
4264	14210
4264	15390
4264	941
4264	2806
4264	14328
4264	6497
4264	13932
4264	4921
4264	13770
4264	8774
4264	48
4264	9052
4264	2482
4264	8323
4264	14779
4264	11817
4264	6046
4264	10764
4264	2031
4264	14661
4264	16281
4264	7883
4264	15101
4264	1753
4264	284
4264	1258
4264	1096
4264	10151
4264	6703
4264	7432
4264	897
4264	9214
4264	10269
4264	10313
4264	2644
4264	446
4264	6992
4264	8161
4264	9665
4264	1591
4264	11042
4264	12997
4264	12708
4264	15714
4264	11493
4264	1915
4264	14166
4264	5650
4264	13437
4264	4877
4264	5812
4264	6659
4264	6541
4264	9827
4264	12384
4264	15057
4264	3373
4264	13888
4264	15219
4264	6208
4264	16443
4264	8936
4264	13275
4264	10926
4264	7270
4264	3986
4264	16399
4264	2149
4264	11655
8279	8279
8279	1302
8279	4426
8279	14823
8279	15552
8279	5155
8279	608
8279	12546
8279	7388
8279	3535
8279	11204
8279	5768
8279	14210
8279	15390
8279	941
8279	2806
8279	14328
8279	6497
8279	13932
8279	4921
8279	13770
8279	8774
8279	48
8279	9052
8279	2482
8279	8323
8279	14779
8279	11817
8279	6046
8279	10764
8279	2031
8279	14661
8279	16281
8279	7883
8279	15101
8279	1753
8279	284
8279	1258
8279	1096
8279	10151
8279	6703
8279	7432
8279	897
8279	9214
8279	10269
8279	10313
8279	2644
8279	446
8279	6992
8279	8161
8279	9665
8279	1591
8279	11042
8279	12997
8279	12708
8279	15714
8279	11493
8279	1915
8279	14166
8279	5650
8279	13437
8279	4877
8279	5812
8279	6659
8279	6541
8279	9827
8279	12384
8279	15057
8279	3373
8279	13888
8279	15219
8279	6208
8279	16443
8279	8936
8279	13275
8279	10926
8279	7270
8279	3986
8279	16399
8279	2149
8279	11655
1302	1302
1302	4426
1302	14823
1302	15552
1302	5155
1302	608
1302	12546
1302	7388
1302	3535
1302	11204
1302	5768
1302	14210
1302	15390
1302	941
1302	2806
1302	14328
1302	6497
1302	13932
1302	4921
1302	13770
1302	8774
1302	48
1302	9052
1302	2482
1302	8323
1302	14779
1302	11817
1302	6046
1302	10764
1302	2031
1302	14661
1302	16281
1302	7883
1302	15101
1302	1753
1302	284
1302	1258
1302	1096
1302	10151
1302	6703
1302	7432
1302	897
1302	9214
1302	10269
1302	10313
1302	2644
1302	446
1302	6992
1302	8161
1302	9665
1302	1591
1302	11042
1302	12997
1302	12708
1302	15714
1302	11493
1302	1915
1302	14166
1302	5650
1302	13437
1302	4877
1302	5812
1302	6659
1302	6541
1302	9827
1302	12384
1302	15057
1302	3373
1302	13888
1302	15219
1302	6208
1302	16443
1302	8936
1302	13275
1302	10926
1302	7270
1302	3986
1302	16399
1302	2149
1302	11655
4426	4426
4426	14823
4426	15552
4426	5155
4426	608
4426	12546
4426	7388
4426	3535
4426	11204
4426	5768
4426	14210
4426	15390
4426	941
4426	2806
4426	14328
4426	6497
4426	13932
4426	4921
4426	13770
4426	8774
4426	48
4426	9052
4426	2482
4426	8323
4426	14779
4426	11817
4426	6046
4426	10764
4426	2031
4426	14661
4426	16281
4426	7883
4426	15101
4426	1753
4426	284
4426	1258
4426	1096
4426	10151
4426	6703
4426	7432
4426	897
4426	9214
4426	10269
4426	10313
4426	2644
4426	446
4426	6992
4426	8161
4426	9665
4426	1591
4426	11042
4426	12997
4426	12708
4426	15714
4426	11493
4426	1915
4426	14166
4426	5650
4426	13437
4426	4877
4426	5812
4426	6659
4426	6541
4426	9827
4426	12384
4426	15057
4426	3373
4426	13888
4426	15219
4426	6208
4426	16443
4426	8936
4426	13275
4426	10926
4426	7270
4426	3986
4426	16399
4426	2149
4426	11655
14823	14823
14823	15552
14823	5155
14823	608
